114	94	pur_purcases	1012	pcs_remarks	60% Advance (Phase-1)\r\n10% On start of work (Phase-2)\r\n15% Work completion (Phase-3)\r\n15% Completion/ Finishing of Project (Phase-4)	70% Advance \r\n15% Work completion \r\n15% Completion/ Finishing of Project	text	1	\N	pcs_id	\N
115	95	pur_purcases	986	pcs_remarks	60% Advance (Phase-1)\r\n10% On start of work (Phase-2)\r\n15% Work completion (Phase-3)\r\n15% Completion/ Finishing of Project (Phase-4)	70% Advance \r\n15% Work completion \r\n15% Completion/ Finishing of Project	text	1	\N	pcs_id	\N
116	98	pur_purcases	105	pcs_remarks	\N	Missing Items	text	1	\N	pcs_id	\N
117	106	hr_contracts	383	ctr_hed_id	RAV-I	\N	varchar_int4	1	i	ctr_id	\N
118	106	hr_emps	17-22-07-7289	emp_hed_id	RAV-I	\N	varchar_int4	3	i	emp_id	\N
119	107	hr_contracts	375	ctr_hed_id	ELINT-II	\N	varchar_int4	1	i	ctr_id	\N
120	107	hr_emps	21-20-02-4593	emp_hed_id	ELINT-II	\N	varchar_int4	3	i	emp_id	\N
121	109	pur_purcases	1102	pcs_midtax	73169.7	77473.8	numeric	1	\N	pcs_id	\N
122	109	pur_purcases	1102	pcs_price	503579.7	507883.8	numeric	1	\N	pcs_id	\N
123	110	pur_purcases	1103	pcs_remarks	100%  advance payment	100%  payment after delivery	text	1	\N	pcs_id	\N
124	111	pur_purcases	1101	pcs_midtax	101823	107812.8	numeric	1	\N	pcs_id	\N
125	111	pur_purcases	1101	pcs_price	700783	706772.8	numeric	1	\N	pcs_id	\N
126	113	pur_purcases	1106	pcs_midtax	67490	71460	numeric	1	\N	pcs_id	\N
127	113	pur_purcases	1106	pcs_price	464490	468460	numeric	1	\N	pcs_id	\N
186	145	hr_contracts	376	ctr_hed_id	ROV-II	\N	int4	1	i	ctr_id	\N
187	145	hr_emps	18-21-06-0871	emp_hed_id	ROV-II	\N	varchar	3	i	emp_id	\N
188	146	hr_contracts	375	ctr_hed_id	ELINT-II	\N	int4	1	i	ctr_id	\N
189	146	hr_emps	21-20-02-4593	emp_hed_id	ELINT-II	\N	varchar	3	i	emp_id	\N
190	165	pur_purcases	1150	pcs_remarks	50% Advance and 50% after delivery	100% after delivery	int4	1	\N	pcs_id	\N
191	169	fin_transfers	73	trf_amount_x1	5755782	5772180	int4	1	\N	trf_id	\N
192	169	fin_transfers	74	trf_amount_x2	1555782	1572180	int4	1	\N	trf_id	\N
193	169	fin_commitments	3330	cmt_amount_x2	1555782	1572180	int4	3	n	cmt_id	\N
194	169	fin_commitments	3329	cmt_amount_x1	5755782	5772180	int4	3	\N	cmt_id	\N
195	170	fin_transactions	4205	trn_amount1_x2	2772692	2715305	int4	1	n	trn_id	\N
196	171	fin_transactions	4205	trn_amount1_x2	2772692	2715305	int4	1	n	trn_id	\N
197	172	fin_transactions	4205	trn_amount1_x2	2772692	2715305	int4	1	n	trn_id	\N
198	173	fin_transactions	4205	trn_amount1_x2	2772692	4772692	int4	1	n	trn_id	\N
199	174	fin_transactions	4205	trn_amount1_x2	2772692	2715305	int4	1	n	trn_id	\N
200	174	(none)	(none)	rdw_share	7217465	7274852	numeric	1	\N	(none)	\N
201	174	fin_sharesinstall	118	shi_c1	6071576	6119852	int4	1	\N	shi_id	\N
202	174	fin_sharesinstall	118	shi_c2	997072	1005000	int4	1	\N	shi_id	\N
203	174	fin_sharesinstall	118	shi_c3	148817	150000	int4	1	\N	shi_id	\N
204	174	fin_transactions	4205	trn_amount2_x2	2772692	2715305	int4	3	n	trn_id	\N
205	175	fin_transactions	4207	trn_amount1_x2	1112526	1083492	int4	1	n	trn_id	\N
206	175	(none)	(none)	rdw_share	2895966	2925000	numeric	1	\N	(none)	\N
207	175	fin_sharesinstall	119	shi_c1	1732629	1750000	int4	1	\N	shi_id	\N
208	175	fin_sharesinstall	119	shi_c2	1163337	1175000	int4	1	\N	shi_id	\N
209	175	fin_transactions	4207	trn_amount2_x2	1112526	1083492	int4	3	n	trn_id	\N
210	176	fin_transactions	4209	trn_amount1_x2	824601	803080	int4	1	n	trn_id	\N
211	176	(none)	(none)	rdw_share	2146479	2168000	numeric	1	\N	(none)	\N
212	176	fin_sharesinstall	120	shi_c1	1386103	1400000	int4	1	\N	shi_id	\N
213	176	fin_sharesinstall	120	shi_c2	760376	768000	int4	1	\N	shi_id	\N
214	176	fin_transactions	4209	trn_amount2_x2	824601	803080	int4	3	n	trn_id	\N
215	178	fin_sharesalloc	43	sha_cf	67331	783853	int4	1	\N	sha_id	\N
216	179	hr_emps	14-22-09-4823	emp_id	14-22-09-4823	13-22-09-4823	varchar	1	\N	emp_id	\N
