86	Equipment	1.000000000000	Ps
87	Equipment	1.000000000000	Ps
91	Equipment	1.000000000000	Ps
93	Misc	1.000000000000	Ps
94	Equipment	1.000000000000	Ps
95	Equipment	1.000000000000	Ps
97	Equipment	1.000000000000	Ps
98	Equipment	1.000000000000	Ps
99	Equipment	1.000000000000	Ps
100	Equipment	1.000000000000	Ps
101	Misc	1.000000000000	Ps
104	Equipment	1.000000000000	Ps
105	Equipment	1.000000000000	Ps
106	Equipment	1.000000000000	Ps
107	Equipment	1.000000000000	Ps
108	Equipment	1.000000000000	Ps
109	Equipment	1.000000000000	Ps
110	Equipment	1.000000000000	Ps
111	Equipment	1.000000000000	Ps
112	Equipment	1.000000000000	Ps
113	Equipment	1.000000000000	Ps
114	Equipment	1.000000000000	Ps
115	Equipment	1.000000000000	Ps
116	Equipment	1.000000000000	Ps
117	Equipment	1.000000000000	Ps
118	Equipment	1.000000000000	Ps
119	Equipment	1.000000000000	Ps
120	Equipment	1.000000000000	Ps
121	Equipment	1.000000000000	Ps
122	Equipment	1.000000000000	Ps
123	Equipment	1.000000000000	Ps
124	Equipment	1.000000000000	Ps
125	Equipment	1.000000000000	Ps
126	Equipment	1.000000000000	Ps
127	Equipment	1.000000000000	Ps
128	Equipment	1.000000000000	Ps
129	Equipment	1.000000000000	Ps
130	Equipment	1.000000000000	Ps
131	Equipment	1.000000000000	Ps
132	Equipment	1.000000000000	Ps
133	Equipment	1.000000000000	Ps
134	Equipment	1.000000000000	Ps
135	Equipment	1.000000000000	Ps
136	Equipment	1.000000000000	Ps
137	Equipment	1.000000000000	Ps
138	Equipment	1.000000000000	Ps
139	Equipment	1.000000000000	Ps
140	Equipment	1.000000000000	Ps
141	Equipment	1.000000000000	Ps
142	Equipment	1.000000000000	Ps
145	Misc	1.000000000000	Ps
148	Equipment	1.000000000000	Ps
152	Equipment	1.000000000000	Ps
153	Equipment	1.000000000000	Ps
154	Equipment	1.000000000000	Ps
155	Equipment	1.000000000000	Ps
156	Equipment	1.000000000000	Ps
157	Equipment	1.000000000000	Ps
158	Equipment	1.000000000000	Ps
159	Equipment	1.000000000000	Ps
160	Equipment	1.000000000000	Ps
161	Equipment	1.000000000000	Ps
162	Equipment	1.000000000000	Ps
163	Equipment	1.000000000000	Ps
164	Equipment	1.000000000000	Ps
165	Equipment	1.000000000000	Ps
166	Equipment	1.000000000000	Ps
167	Equipment	1.000000000000	Ps
168	Equipment	1.000000000000	Ps
169	Equipment	1.000000000000	Ps
170	Equipment	1.000000000000	Ps
172	Misc	1.000000000000	Ps
173	Equipment	1.000000000000	Ps
174	Equipment	1.000000000000	Ps
175	Equipment	1.000000000000	Ps
177	Equipment	1.000000000000	Ps
178	Equipment	1.000000000000	Ps
179	Equipment	1.000000000000	Ps
180	Equipment	1.000000000000	Ps
181	Equipment	1.000000000000	Ps
182	Equipment	1.000000000000	Ps
183	Equipment	1.000000000000	Ps
184	Equipment	1.000000000000	Ps
185	Equipment	1.000000000000	Ps
186	Equipment	1.000000000000	Ps
187	Equipment	1.000000000000	Ps
188	Equipment	1.000000000000	Ps
189	Equipment	1.000000000000	Ps
190	Equipment	1.000000000000	Ps
191	Equipment	1.000000000000	Ps
192	Equipment	1.000000000000	Ps
193	Equipment	1.000000000000	Ps
196	Equipment	1.000000000000	Ps
197	Equipment	1.000000000000	Ps
198	Equipment	1.000000000000	Ps
199	Equipment	1.000000000000	Ps
200	Equipment	1.000000000000	Ps
201	Equipment	1.000000000000	Ps
202	Equipment	1.000000000000	Ps
203	Equipment	1.000000000000	Ps
204	Equipment	1.000000000000	Ps
205	Equipment	1.000000000000	Ps
206	Equipment	1.000000000000	Ps
207	Equipment	1.000000000000	Ps
208	Equipment	1.000000000000	Ps
209	Equipment	1.000000000000	Ps
210	Equipment	1.000000000000	Ps
211	Equipment	1.000000000000	Ps
212	Equipment	1.000000000000	Ps
213	Equipment	1.000000000000	Ps
214	Equipment	1.000000000000	Ps
215	Misc	1.000000000000	Ps
216	Misc	1.000000000000	Ps
217	Equipment	1.000000000000	Ps
224	Equipment	1.000000000000	Ps
226	Misc	1.000000000000	Ps
252	Equipment	1.000000000000	Ps
253	Equipment	1.000000000000	Ps
254	Equipment	1.000000000000	Ps
255	Equipment	1.000000000000	Ps
256	Equipment	1.000000000000	Ps
257	Equipment	1.000000000000	Ps
258	Equipment	1.000000000000	Ps
259	Equipment	1.000000000000	Ps
260	Equipment	1.000000000000	Ps
261	Equipment	1.000000000000	Ps
262	Misc	1.000000000000	Ps
268	Equipment	1.000000000000	Ps
269	Equipment	1.000000000000	Ps
270	Equipment	1.000000000000	Ps
271	Equipment	1.000000000000	Ps
273	Equipment	1.000000000000	Ps
276	Equipment	1.000000000000	Ps
277	Equipment	1.000000000000	Ps
278	Equipment	1.000000000000	Ps
282	Misc	1.000000000000	Ps
283	Equipment	1.000000000000	Ps
284	Equipment	1.000000000000	Ps
285	Equipment	1.000000000000	Ps
286	Equipment	1.000000000000	Ps
287	Equipment	1.000000000000	Ps
288	Equipment	1.000000000000	Ps
289	Equipment	1.000000000000	Ps
290	Equipment	1.000000000000	Ps
291	Equipment	1.000000000000	Ps
292	Equipment	1.000000000000	Ps
293	Equipment	1.000000000000	Ps
294	Equipment	1.000000000000	Ps
297	Equipment	1.000000000000	Ps
298	Equipment	1.000000000000	Ps
299	Equipment	1.000000000000	Ps
300	Equipment	1.000000000000	Ps
302	Equipment	1.000000000000	Ps
303	Equipment	1.000000000000	Ps
305	Equipment	1.000000000000	Ps
306	Equipment	1.000000000000	Ps
308	Equipment	1.000000000000	Ps
309	Equipment	1.000000000000	Ps
310	Equipment	1.000000000000	Ps
311	Equipment	1.000000000000	Ps
313	Equipment	1.000000000000	Ps
316	Equipment	1.000000000000	Ps
317	Equipment	1.000000000000	Ps
318	Equipment	1.000000000000	Ps
319	Equipment	1.000000000000	Ps
320	Equipment	1.000000000000	Ps
321	Equipment	1.000000000000	Ps
322	Equipment	1.000000000000	Ps
323	Equipment	1.000000000000	Ps
324	Equipment	1.000000000000	Ps
326	Equipment	1.000000000000	Ps
