5	1481	208
6	1481	199
7	1477	59
8	1477	20
9	1477	71
10	1462	20
11	1462	71
12	1462	59
13	1482	190
15	1482	2
17	1483	145
18	1478	5
23	1478	2
24	1478	212
25	1484	59
27	1485	20
\.


