350006	350006	6	650000	146
350015	350015	2	6000000	201
350003	350003	5	16000000	107
350015	350015	3	6000000	202
350015	350015	4	6000000	203
350015	350015	5	6000000	204
350015	350015	6	3000000	205
350015	350015	7	3000000	206
350004	350004	4	26000000	112
350004	350004	5	26000000	113
350004	350004	6	13000000	114
350006	350006	5	3250000	145
350006	350006	7	650000	147
350003	350003	2	16000000	104
350003	350003	3	24000000	105
350003	350003	6	8000000	108
200006	200006	1	4000000	17
200008	200008	1	2500000	27
200006	200006	2	4000000	18
200006	200006	3	4000000	19
200008	200008	5	500000	31
200002	200002	1	2205900	1
200002	200002	2	4411800	2
200013	200013	4	3700000	37
350012	350012	7	1226530	176
350012	350012	9	2453060	178
350020	350020	2	4008492	221
350020	350020	3	4810190	222
350020	350020	4	3206794	223
350020	350020	5	3206794	224
350020	350020	6	801698	225
350018	350018	1	0	207
350018	350018	2	3250000	208
350018	350018	3	3250000	209
350018	350018	4	1950000	210
350018	350018	5	3900000	211
350021	350021	3	3713851	228
350021	350021	5	2971081	230
350021	350021	6	1485540	231
350028	350028	2	6000000	279
350028	350028	3	6000000	280
350028	350028	4	7500000	281
350028	350028	5	9000000	282
350028	350028	6	1500000	283
350025	350025	2	8505800	254
350025	350025	3	8505800	255
350025	350025	4	4252900	256
350025	350025	6	8505800	258
350025	350025	7	6379350	259
350013	350013	4	0	182
350013	350013	6	0	184
350013	350013	8	0	186
350013	350013	9	0	187
350013	350013	12	0	190
350013	350013	14	0	192
350031	350031	2	43984047	292
350010	350010	5	6402735	161
350010	350010	6	9604103	162
350010	350010	7	3201368	163
350010	350010	4	16006837	160
300005	300005	1	25000000	88
300005	300005	2	25000000	89
300005	300005	3	20000000	90
300005	300005	4	15000000	91
300005	300005	5	10000000	92
300005	300005	6	5000000	93
350031	350031	3	43984047	293
350031	350031	4	29322698	294
350031	350031	5	29322698	295
200013	200013	5	925000	38
450002	450002	2	0	304
200013	200013	6	925000	39
450002	450002	4	0	306
450002	450002	6	0	308
450002	450002	7	0	309
200002	200002	3	6617700	3
200002	200002	4	8823600	4
200004	200004	3	12000000	13
200004	200004	1	12000000	11
200003	200003	1	4800000	5
200003	200003	3	6000000	7
200003	200003	4	4800000	8
200007	200007	1	2575000	22
200007	200007	2	2575000	23
200004	200004	4	9000000	14
200004	200004	5	3000000	15
200008	200008	2	2500000	28
200008	200008	3	3000000	29
200004	200004	6	6000000	16
200007	200007	3	2575000	24
200006	200006	4	3200000	20
200008	200008	4	1500000	30
200007	200007	4	2060000	25
200007	200007	5	515000	26
200003	200003	2	4800000	6
200006	200006	5	800000	21
250003	250003	7	2692500	67
250003	250003	6	5385000	66
250003	250003	5	5385000	65
200013	200013	1	4625000	34
250003	250003	4	13462500	64
250003	250003	8	2692500	68
250003	250003	9	2692500	69
250003	250003	1	0	61
250003	250003	2	16155000	62
250003	250003	3	5385000	63
450002	450002	8	0	310
450002	450002	5	2200000	307
450002	450002	3	2200000	305
450002	450002	1	4400000	303
200004	200004	2	18000000	12
200003	200003	5	2400000	9
200003	200003	6	1200000	10
350030	350030	1	9535750	284
350030	350030	2	7628600	285
350030	350030	3	9535750	286
350030	350030	4	5721450	287
350030	350030	5	1907150	288
350030	350030	6	1907150	289
350030	350030	7	1907150	290
200014	200014	1	57600000	40
200014	200014	2	57600000	41
200014	200014	3	57600000	42
350014	350014	4	27011600	196
350014	350014	5	33764500	197
350014	350014	6	6752900	198
350014	350014	7	6752900	199
200014	200014	4	28800000	43
200014	200014	5	28800000	44
200014	200014	6	28800000	45
200014	200014	7	28800000	46
200013	200013	2	4625000	35
200013	200013	3	3700000	36
200011	200011	2	1934992	33
200011	200011	1	3837188	32
350014	350014	2	27011600	194
350014	350014	3	33764500	195
200018	200018	1	0	342
350026	350026	2	2541927	263
350026	350026	4	3177410	265
200018	200018	2	6090000	343
200018	200018	3	6090000	344
200018	200018	4	6090000	351
200018	200018	5	3045000	352
200018	200018	6	3045000	353
200018	200018	7	3045000	354
200018	200018	8	3045000	355
200017	200017	1	3321994	338
350029	350029	1	6356643	363
350032	350032	1	0	364
350032	350032	2	15524000	365
350032	350032	3	15524000	366
350032	350032	4	15524000	367
350032	350032	5	7762000	368
350032	350032	6	15524000	369
350032	350032	7	7762000	370
250007	250007	1	0	380
250007	250007	2	0	381
250007	250007	3	0	382
250007	250007	4	0	383
250007	250007	5	0	384
250007	250007	6	0	385
250007	250007	7	0	386
250007	250007	8	0	387
250007	250007	9	0	388
\.


