1	t	2020-12-21 12:00:00
3	t	2020-12-21 12:00:00
4	t	2020-12-21 12:00:00
5	t	2020-12-21 12:00:00
6	t	2020-12-21 12:00:00
7	t	2020-12-21 12:00:00
9	t	2020-12-21 12:00:00
10	t	2020-12-21 12:00:00
12	t	2020-12-21 12:00:00
15	t	2020-12-21 12:00:00
16	t	2020-12-21 12:00:00
17	t	2020-12-21 12:00:00
18	t	2020-12-21 12:00:00
19	t	2020-12-21 12:00:00
20	t	2020-12-21 12:00:00
21	t	2020-12-21 12:00:00
22	t	2020-12-21 12:00:00
23	t	2020-12-21 12:00:00
26	t	2020-12-21 12:00:00
27	t	2020-12-21 12:00:00
28	t	2020-12-21 12:00:00
32	t	2020-12-21 12:00:00
33	t	2020-12-21 12:00:00
35	t	2020-12-21 12:00:00
36	t	2020-12-21 12:00:00
37	t	2020-12-21 12:00:00
38	t	2020-12-21 12:00:00
39	t	2020-12-21 12:00:00
40	t	2020-12-21 12:00:00
41	t	2020-12-21 12:00:00
42	t	2020-12-21 12:00:00
43	t	2020-12-21 12:00:00
45	t	2020-12-21 12:00:00
46	t	2020-12-21 12:00:00
47	t	2020-12-21 12:00:00
48	t	2020-12-21 12:00:00
49	t	2020-12-21 12:00:00
50	t	2020-12-21 12:00:00
51	t	2020-12-21 12:00:00
52	t	2020-12-21 12:00:00
53	t	2020-12-21 12:00:00
55	t	2020-12-21 12:00:00
56	t	2020-12-21 12:00:00
58	t	2020-12-21 12:00:00
60	t	2020-12-21 12:00:00
61	t	2020-12-21 12:00:00
62	t	2020-12-21 12:00:00
63	t	2020-12-21 12:00:00
64	t	2020-12-21 12:00:00
66	t	2020-12-21 12:00:00
160	t	2021-01-21 12:00:00
170	t	2021-01-21 12:00:00
24	t	2020-12-21 12:00:00
83	t	2021-01-27 13:10:28
159	t	2021-01-27 13:44:12
163	t	2021-01-27 14:16:02
169	t	2021-01-27 14:16:12
161	t	2021-01-27 14:16:21
168	t	2021-01-27 14:16:45
171	t	2021-02-24 11:34:54
174	t	2021-02-24 11:35:27
173	t	2021-02-24 11:36:05
176	t	2021-03-24 13:49:43
175	t	2021-03-24 13:50:58
178	t	2021-03-24 13:51:53
177	t	2021-03-24 13:52:24
179	t	2021-03-24 13:54:17
180	t	2021-04-27 09:05:11
182	t	2021-04-29 09:54:43
189	f	\N
190	f	\N
192	f	\N
193	f	\N
197	t	2021-05-25 11:50:57
194	t	2021-05-25 11:51:43
195	t	2021-05-27 11:53:34
196	t	2021-05-27 11:55:21
184	t	2021-05-27 12:31:54
183	t	2021-05-27 12:33:22
199	t	2021-05-27 15:57:14
200	t	2021-05-27 15:57:28
201	t	2021-05-27 15:57:37
202	t	2021-05-27 15:57:49
204	t	2021-05-27 16:09:33
205	t	2021-05-27 16:10:37
209	t	2021-05-28 11:58:28
217	f	\N
213	t	2021-06-16 12:33:38
218	t	2021-06-16 12:34:10
216	t	2021-06-16 12:34:53
215	t	2021-06-16 12:36:41
214	t	2021-06-16 12:37:12
212	t	2021-06-16 12:43:33
211	t	2021-06-16 12:44:14
210	t	2021-06-16 12:45:15
220	t	2021-06-28 08:42:57
222	t	2021-07-14 13:43:04
221	t	2021-07-14 13:43:14
224	t	2021-07-19 11:51:57
225	t	2021-07-19 11:52:01
229	t	2021-09-01 14:56:36
231	t	2021-09-03 08:39:50
242	t	2021-09-03 08:41:03
232	t	2021-09-03 08:42:45
233	t	2021-09-03 08:43:20
234	t	2021-09-03 08:43:55
235	t	2021-09-03 08:44:25
236	t	2021-09-03 08:45:16
237	t	2021-09-03 08:45:43
238	t	2021-09-03 08:46:40
239	t	2021-09-03 08:46:56
240	t	2021-09-03 08:47:47
241	t	2021-09-03 08:49:17
230	t	2021-09-03 08:50:48
227	t	2021-09-03 08:52:31
248	t	2021-09-03 09:03:42
249	t	2021-09-03 09:03:52
250	t	2021-09-03 09:03:59
251	t	2021-09-03 09:05:48
247	t	2021-09-03 09:08:49
256	t	2021-09-03 10:56:09
243	t	2021-09-03 10:59:14
244	t	2021-09-03 10:59:30
245	t	2021-09-03 10:59:40
246	t	2021-09-03 11:02:45
255	t	2021-09-03 11:06:03
254	t	2021-09-03 11:06:10
253	t	2021-09-03 11:06:16
259	t	2021-09-15 12:28:13
257	t	2021-09-15 12:30:15
267	t	2021-09-24 08:37:49
280	t	2021-10-18 12:09:00
281	t	2021-10-25 11:49:06
282	t	2021-10-25 11:49:42
286	f	\N
287	f	\N
298	f	\N
300	f	\N
299	t	2021-11-23 11:54:42
285	t	2021-11-26 11:00:20
284	t	2021-11-26 11:00:26
301	t	2021-11-29 12:46:38
306	t	2021-12-29 14:24:44
304	t	2021-12-29 14:24:46
309	f	\N
317	t	2022-01-28 13:35:44
315	t	2022-01-28 13:34:25
316	t	2022-01-28 13:35:37
318	t	2022-01-28 13:35:57
320	t	2022-01-28 13:40:25
322	t	2022-01-28 13:40:48
329	t	2022-01-28 13:41:10
328	t	2022-01-28 13:41:21
327	t	2022-01-28 13:41:38
326	t	2022-01-28 13:41:49
325	t	2022-01-28 13:42:06
324	t	2022-01-28 13:42:24
323	t	2022-01-28 13:42:33
321	t	2022-01-28 13:42:38
308	t	2022-01-28 13:45:38
311	t	2022-01-28 13:46:00
312	t	2022-01-28 13:46:15
313	t	2022-01-28 13:46:25
314	t	2022-01-28 13:46:30
319	t	2022-01-28 13:59:29
268	t	2022-02-25 10:54:31
330	t	2022-02-24 12:45:22
331	t	2022-02-24 12:45:12
223	t	2022-02-25 10:54:22
8	t	2020-12-21 12:00:00
332	t	2022-03-09 10:18:04
343	t	2022-03-29 10:57:50
339	t	2022-03-29 10:56:59
340	t	2022-03-29 10:57:01
342	t	2022-03-29 10:57:05
344	t	2022-03-29 10:58:05
186	t	2022-03-30 09:30:32
187	t	2022-03-30 09:30:48
188	t	2022-03-30 09:31:04
185	t	2022-03-30 09:30:56
354	t	2022-04-21 10:29:53
59	t	2022-06-06 13:39:37
345	t	2022-04-22 10:20:31
346	t	2022-04-22 10:20:49
347	t	2022-04-22 10:21:04
348	t	2022-04-22 10:21:25
349	t	2022-04-22 10:21:34
350	t	2022-04-22 10:21:42
351	t	2022-04-22 10:21:58
352	t	2022-04-22 10:22:06
353	t	2022-04-22 10:22:14
203	t	2022-06-06 12:30:16
360	t	2022-06-06 12:31:21
356	t	2022-06-06 13:39:41
357	t	2022-06-06 13:39:46
358	t	2022-06-06 13:39:52
359	t	2022-06-06 13:40:08
362	t	2022-06-06 13:40:11
363	t	2022-06-06 13:40:14
366	t	2022-06-06 13:43:46
361	t	2022-06-06 13:44:17
364	t	2022-06-06 13:44:20
374	t	2022-06-06 13:44:22
375	t	2022-06-06 13:44:23
377	t	2022-06-24 07:55:03
376	t	2022-06-24 12:19:13
384	t	2022-07-27 12:39:36
385	t	2022-07-27 12:39:47
379	t	2022-07-29 10:58:26
382	t	2022-08-31 09:59:36
383	t	2022-08-31 09:59:45
381	t	2022-08-31 09:59:52
389	t	2022-08-31 10:06:14
390	t	2022-08-31 10:06:24
391	t	2022-08-31 10:06:31
392	t	2022-08-31 10:06:38
393	t	2022-08-31 10:06:50
394	t	2022-08-31 10:06:56
395	t	2022-08-31 10:07:01
396	t	2022-08-31 10:07:07
397	t	2022-08-31 10:07:14
388	t	2022-08-31 10:10:06
34	t	2021-02-24 14:14:05
399	t	2022-09-02 10:28:21
400	t	2022-09-02 10:28:54
401	t	2022-09-02 10:29:29
402	t	2022-09-02 10:30:01
403	t	2022-09-02 10:30:53
404	t	2022-09-02 10:31:30
405	t	2022-09-02 10:31:56
406	t	2022-09-02 10:32:32
407	t	2022-09-02 10:33:23
408	t	2022-09-02 10:33:54
409	t	2022-09-02 10:34:21
410	t	2022-09-28 09:05:33
412	t	2022-09-28 09:06:28
355	t	2022-09-30 12:53:52
413	t	2022-10-06 10:08:56
414	t	2022-10-06 10:09:46
415	t	2022-10-06 10:09:50
416	t	2022-10-06 10:09:53
417	t	2022-10-06 10:10:28
418	t	2022-10-06 10:10:33
419	t	2022-10-06 10:10:36
420	t	2022-10-06 10:11:19
421	t	2022-10-06 10:11:56
423	t	2022-10-06 10:11:57
424	t	2022-10-17 17:30:45
425	t	2022-10-17 17:30:49
426	t	2022-10-21 09:00:38
427	t	2022-10-21 09:00:41
430	t	2022-10-27 12:29:20
429	t	2022-10-27 12:29:23
428	t	2022-10-27 12:29:27
431	t	2022-10-28 08:50:39
433	t	2022-11-24 09:19:02
305	t	2011-01-01 00:00:00
228	t	2011-01-01 00:00:00
191	t	2011-01-01 00:00:00
172	t	2011-01-01 00:00:00
432	t	2022-12-14 15:12:27
434	t	2022-12-27 09:04:28
435	t	2022-12-27 10:14:37
438	t	2023-01-13 12:19:24
439	t	2023-01-13 12:19:25
436	t	2023-01-16 10:07:38
437	t	2023-01-16 10:07:40
440	t	2023-01-19 09:24:06
441	t	2023-01-19 09:24:09
442	t	2023-01-19 10:11:31
443	t	2023-01-19 10:11:33
444	t	2023-01-19 10:12:14
445	t	2023-01-19 10:12:17
446	t	2023-01-19 10:13:06
447	t	2023-01-19 10:13:07
0	f	\N
450	t	2023-01-26 15:14:39
