13	5184	1	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Consumed	\N	\N	f
12	5183	1	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Consumed	\N	\N	f
72	5243	1	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Consumed	\N	\N	f
239	5410	1	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Issued to User	\N	\N	f
287	5458	1	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Installed	\N	\N	f
535	5706	1	job	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Installed	\N	\N	f
1334	6505	1	job	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Installed	\N	\N	f
1373	6544	1	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Installed	\N	\N	f
1372	6543	2	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Installed	\N	\N	f
2778	7949	4	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Consumed	\N	\N	f
6	5177	1	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Held	\N	\N	f
8	5179	1	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Held	\N	\N	f
7	5178	1	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Held	\N	\N	f
10	5181	3	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Installed	\N	\N	f
11	5182	15	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Installed	\N	\N	f
34	5205	3	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Written Off	\N	\N	f
29	5200	2	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	2020-12-15	\N	Written Off	\N	\N	f
31	5202	1	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	2020-12-15	\N	Issued to User	\N	\N	f
27	5198	4	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	2020-12-15	\N	Written Off	\N	\N	f
30	5201	2	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	2020-12-15	\N	Issued to User	\N	\N	f
33	5204	1	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	2020-12-15	\N	Written Off	\N	\N	f
32	5203	2	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	2020-12-15	\N	Issued to User	\N	\N	f
28	5199	4	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	2020-12-15	\N	Issued to User	\N	\N	f
469	5640	1	job	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Consumed	\N	\N	f
475	5646	3	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Installed	\N	\N	f
498	5669	10	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Consumed	\N	\N	f
491	5662	1	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Issued to User	\N	\N	f
503	5674	1	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Consumed	\N	\N	f
526	5697	2	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Installed	\N	\N	f
941	6112	1	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Installed	\N	\N	f
482	5653	1	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Issued to User	\N	\N	f
1134	6305	12	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Consumed	\N	\N	f
1139	6310	2	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Consumed	\N	\N	f
1561	6732	1	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Held	\N	\N	f
2665	7836	2	gal	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Consumed	\N	\N	f
2679	7850	2	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Held	\N	\N	f
1413	6584	1	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Consumed	\N	\N	f
1565	6736	1	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Issued to User	\N	\N	f
486	5657	1	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Issued to User	\N	\N	f
487	5658	1	num	\N	f	f	\N	\N	\N	2022-12-15 12:04:23	\N	\N	Issued to User	\N	\N	f
5232	10471	5	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5233	10472	5	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5234	10473	2	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5235	10474	2	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5236	10475	2	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5237	10476	1	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5238	10477	4	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5239	10478	20	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5240	10479	20	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5241	10480	5	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5242	10481	15	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5243	10482	10	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5244	10483	5	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5245	10484	5	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5246	10485	60	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5247	10486	15	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5248	10487	20	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5249	10488	55	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5250	10489	5	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5251	10490	5	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5252	10491	20	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5253	10492	20	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5254	10493	20	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5255	10494	5	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5256	10495	5	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5257	10496	5	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
5258	10497	5	num	\N	f	f	\N	\N	\N	2023-01-05 11:06:24	\N	\N	Held	\N	\N	f
